angle; absoluteError; relativeError
-1,539380400259;0;NaN
-1,5079644737231;0;NaN
-1,4765485471872;1,77635683940025E-15;1
-1,4451326206513;0;NaN
-1,41371669411541;0;NaN
-1,38230076757951;0;NaN
-1,35088484104361;0;NaN
-1,31946891450771;0;NaN
-1,28805298797182;0;NaN
-1,25663706143592;6,66133814775094E-16;1
-1,22522113490002;2,22044604925031E-16;1
-1,19380520836412;2,22044604925031E-16;1
-1,16238928182822;2,22044604925031E-16;1
-1,13097335529233;2,22044604925031E-16;1
-1,09955742875643;1,11022302462516E-16;1
-1,06814150222053;1,11022302462516E-16;1
-1,03672557568463;5,55111512312578E-17;1
-1,00530964914873;1,11022302462516E-16;1
-0,973893722612836;2,77555756156289E-17;1
-0,942477796076938;1,38777878078145E-16;1
-0,91106186954104;1,45716771982052E-16;1
-0,879645943005142;1,45716771982052E-16;1
-0,848230016469244;1,66533453693773E-16;1
-0,816814089933346;1,38777878078145E-16;1
-0,785398163397448;5,55111512312578E-17;1
-0,75398223686155;5,55111512312578E-17;1
-0,722566310325652;0;NaN
-0,691150383789754;5,55111512312578E-17;1
-0,659734457253856;0;NaN
-0,628318530717959;1,11022302462516E-16;1
-0,596902604182061;0;NaN
-0,565486677646163;1,11022302462516E-16;1
-0,534070751110265;0;NaN
-0,502654824574367;1,11022302462516E-16;1
-0,471238898038469;1,11022302462516E-16;1
-0,439822971502571;1,11022302462516E-16;1
-0,408407044966673;0;NaN
-0,376991118430775;1,11022302462516E-16;1
-0,345575191894877;0;NaN
-0,314159265358979;0;NaN
-0,282743338823081;1,11022302462516E-16;1
-0,251327412287183;0;NaN
-0,219911485751285;2,22044604925031E-16;1
-0,188495559215387;0;NaN
-0,157079632679489;0;NaN
-0,125663706143592;2,22044604925031E-16;1
-0,0942477796076937;0;NaN
-0,0628318530717957;0;NaN
-0,0314159265358978;2,22044604925031E-16;1
2,22044604925031E-16;0;NaN
0,031415926535898;2,22044604925031E-16;1
0,062831853071796;0;NaN
0,0942477796076939;2,22044604925031E-16;1
0,125663706143592;2,22044604925031E-16;1
0,15707963267949;0;NaN
0,188495559215388;2,22044604925031E-16;1
0,219911485751286;0;NaN
0,251327412287184;2,22044604925031E-16;1
0,282743338823082;0;NaN
0,31415926535898;0;NaN
0,345575191894878;0;NaN
0,376991118430775;0;NaN
0,408407044966673;2,22044604925031E-16;1
0,439822971502571;0;NaN
0,471238898038469;2,22044604925031E-16;1
0,502654824574367;0;NaN
0,534070751110265;2,22044604925031E-16;1
0,565486677646163;2,22044604925031E-16;1
0,596902604182061;0;NaN
0,628318530717959;2,22044604925031E-16;1
0,659734457253857;0;NaN
0,691150383789755;0;NaN
0,722566310325653;0;NaN
0,753982236861551;0;NaN
0,785398163397448;0;NaN
0,816814089933346;0;NaN
0,848230016469244;0;NaN
0,879645943005142;4,44089209850063E-16;1
0,91106186954104;0;NaN
0,942477796076938;0;NaN
0,973893722612836;4,44089209850063E-16;1
1,00530964914873;4,44089209850063E-16;1
1,03672557568463;0;NaN
1,06814150222053;0;NaN
1,09955742875643;4,44089209850063E-16;1
1,13097335529233;0;NaN
1,16238928182822;0;NaN
1,19380520836412;4,44089209850063E-16;1
1,22522113490002;8,88178419700125E-16;1
1,25663706143592;0;NaN
1,28805298797182;0;NaN
1,31946891450771;0;NaN
1,35088484104361;0;NaN
1,38230076757951;8,88178419700125E-16;1
1,41371669411541;0;NaN
1,44513262065131;0;NaN
1,4765485471872;0;NaN
1,5079644737231;0;NaN
1,539380400259;0;NaN
