angle; absoluteError; relativeError
-0,769690200129499;0;NaN
-0,75398223686155;0;NaN
-0,738274273593601;0;NaN
-0,722566310325652;0;NaN
-0,706858347057703;0;NaN
-0,691150383789754;0;NaN
-0,675442420521805;0;NaN
-0,659734457253857;0;NaN
-0,644026493985908;0;NaN
-0,628318530717959;0;NaN
-0,61261056745001;1,11022302462516E-16;1
-0,596902604182061;0;NaN
-0,581194640914112;0;NaN
-0,565486677646163;1,11022302462516E-16;1
-0,549778714378214;0;NaN
-0,534070751110265;0;NaN
-0,518362787842316;5,55111512312578E-17;1
-0,502654824574367;0;NaN
-0,486946861306418;5,55111512312578E-17;1
-0,471238898038469;0;NaN
-0,45553093477052;1,11022302462516E-16;1
-0,439822971502571;5,55111512312578E-17;1
-0,424115008234622;0;NaN
-0,408407044966673;1,11022302462516E-16;1
-0,392699081698724;5,55111512312578E-17;1
-0,376991118430775;0;NaN
-0,361283155162826;5,55111512312578E-17;1
-0,345575191894877;0;NaN
-0,329867228626928;2,77555756156289E-17;1
-0,314159265358979;0;NaN
-0,29845130209103;0;NaN
-0,282743338823081;0;NaN
-0,267035375555132;2,77555756156289E-17;1
-0,251327412287183;2,77555756156289E-17;1
-0,235619449019234;0;NaN
-0,219911485751285;1,38777878078145E-17;1
-0,204203522483337;1,38777878078145E-17;1
-0,188495559215388;0;NaN
-0,172787595947439;0;NaN
-0,15707963267949;2,08166817117217E-17;1
-0,141371669411541;0;NaN
-0,125663706143592;6,93889390390723E-18;1
-0,109955742875643;3,46944695195361E-18;1
-0,0942477796076937;3,46944695195361E-18;1
-0,0785398163397447;3,46944695195361E-18;1
-0,0628318530717958;0;NaN
-0,0471238898038469;0;NaN
-0,0314159265358979;0;NaN
-0,0157079632679489;0;NaN
1,11022302462516E-16;0;NaN
0,015707963267949;0;NaN
0,031415926535898;2,77555756156289E-17;1
0,047123889803847;2,77555756156289E-17;1
0,062831853071796;0;NaN
0,0785398163397449;2,77555756156289E-17;1
0,0942477796076939;0;NaN
0,109955742875643;0;NaN
0,125663706143592;0;NaN
0,141371669411541;0;NaN
0,15707963267949;5,55111512312578E-17;1
0,172787595947439;5,55111512312578E-17;1
0,188495559215388;0;NaN
0,204203522483337;0;NaN
0,219911485751286;0;NaN
0,235619449019234;0;NaN
0,251327412287184;0;NaN
0,267035375555132;5,55111512312578E-17;1
0,282743338823082;5,55111512312578E-17;1
0,29845130209103;0;NaN
0,314159265358979;0;NaN
0,329867228626928;5,55111512312578E-17;1
0,345575191894877;0;NaN
0,361283155162826;5,55111512312578E-17;1
0,376991118430775;1,11022302462516E-16;1
0,392699081698724;0;NaN
0,408407044966673;1,11022302462516E-16;1
0,424115008234622;0;NaN
0,439822971502571;0;NaN
0,45553093477052;1,11022302462516E-16;1
0,471238898038469;0;NaN
0,486946861306418;1,11022302462516E-16;1
0,502654824574367;0;NaN
0,518362787842316;0;NaN
0,534070751110265;0;NaN
0,549778714378214;0;NaN
0,565486677646163;0;NaN
0,581194640914112;0;NaN
0,596902604182061;1,11022302462516E-16;1
0,61261056745001;1,11022302462516E-16;1
0,628318530717959;1,11022302462516E-16;1
0,644026493985908;1,11022302462516E-16;1
0,659734457253857;1,11022302462516E-16;1
0,675442420521806;0;NaN
0,691150383789755;0;NaN
0,706858347057704;0;NaN
0,722566310325653;0;NaN
0,738274273593601;0;NaN
0,753982236861551;0;NaN
0,769690200129499;2,22044604925031E-16;1
