angle; absoluteError; relativeError
-1,539380400259;0;NaN
-1,5079644737231;0;NaN
-1,4765485471872;1,77635683940025E-15;1
-1,4451326206513;8,88178419700125E-16;1
-1,41371669411541;8,88178419700125E-16;1
-1,38230076757951;0;NaN
-1,35088484104361;8,88178419700125E-16;1
-1,31946891450771;4,44089209850063E-16;1
-1,28805298797182;8,88178419700125E-16;1
-1,25663706143592;4,44089209850063E-16;1
-1,22522113490002;4,44089209850063E-16;1
-1,19380520836412;0;NaN
-1,16238928182822;0;NaN
-1,13097335529233;4,44089209850063E-16;1
-1,09955742875643;0;NaN
-1,06814150222053;0;NaN
-1,03672557568463;0;NaN
-1,00530964914873;2,22044604925031E-16;1
-0,973893722612836;0;NaN
-0,942477796076938;2,22044604925031E-16;1
-0,91106186954104;0;NaN
-0,879645943005142;1,11022302462516E-16;1
-0,848230016469244;1,11022302462516E-16;1
-0,816814089933346;1,11022302462516E-16;1
-0,785398163397448;2,22044604925031E-16;1
-0,75398223686155;1,11022302462516E-16;1
-0,722566310325652;0;NaN
-0,691150383789754;0;NaN
-0,659734457253856;5,55111512312578E-17;1
-0,628318530717959;5,55111512312578E-17;1
-0,596902604182061;0;NaN
-0,565486677646163;5,55111512312578E-17;1
-0,534070751110265;5,55111512312578E-17;1
-0,502654824574367;2,77555756156289E-17;1
-0,471238898038469;0;NaN
-0,439822971502571;2,77555756156289E-17;1
-0,408407044966673;2,77555756156289E-17;1
-0,376991118430775;0;NaN
-0,345575191894877;1,38777878078145E-17;1
-0,314159265358979;5,03069808033274E-17;1
-0,282743338823081;0;NaN
-0,251327412287183;6,93889390390723E-18;1
-0,219911485751285;1,38777878078145E-17;1
-0,188495559215387;2,77555756156289E-17;1
-0,157079632679489;0;NaN
-0,125663706143592;5,55111512312578E-17;1
-0,0942477796076937;0;NaN
-0,0628318530717957;2,77555756156289E-17;1
-0,0314159265358978;5,55111512312578E-17;1
2,22044604925031E-16;0;NaN
0,031415926535898;0;NaN
0,062831853071796;5,55111512312578E-17;1
0,0942477796076939;0;NaN
0,125663706143592;5,55111512312578E-17;1
0,15707963267949;0;NaN
0,188495559215388;0;NaN
0,219911485751286;1,11022302462516E-16;1
0,251327412287184;1,11022302462516E-16;1
0,282743338823082;1,11022302462516E-16;1
0,31415926535898;0;NaN
0,345575191894878;1,11022302462516E-16;1
0,376991118430775;0;NaN
0,408407044966673;1,11022302462516E-16;1
0,439822971502571;0;NaN
0,471238898038469;0;NaN
0,502654824574367;1,11022302462516E-16;1
0,534070751110265;1,11022302462516E-16;1
0,565486677646163;0;NaN
0,596902604182061;1,11022302462516E-16;1
0,628318530717959;0;NaN
0,659734457253857;0;NaN
0,691150383789755;2,22044604925031E-16;1
0,722566310325653;2,22044604925031E-16;1
0,753982236861551;0;NaN
0,785398163397448;2,22044604925031E-16;1
0,816814089933346;0;NaN
0,848230016469244;0;NaN
0,879645943005142;4,44089209850063E-16;1
0,91106186954104;2,22044604925031E-16;1
0,942477796076938;2,22044604925031E-16;1
0,973893722612836;4,44089209850063E-16;1
1,00530964914873;4,44089209850063E-16;1
1,03672557568463;0;NaN
1,06814150222053;0;NaN
1,09955742875643;0;NaN
1,13097335529233;0;NaN
1,16238928182822;4,44089209850063E-16;1
1,19380520836412;4,44089209850063E-16;1
1,22522113490002;0;NaN
1,25663706143592;0;NaN
1,28805298797182;4,44089209850063E-16;1
1,31946891450771;8,88178419700125E-16;1
1,35088484104361;8,88178419700125E-16;1
1,38230076757951;8,88178419700125E-16;1
1,41371669411541;8,88178419700125E-16;1
1,44513262065131;0;NaN
1,4765485471872;0;NaN
1,5079644737231;0;NaN
1,539380400259;7,105427357601E-15;1
